family,layer,pair_index,target_problem_id,source_problem_id,target_progress,source_progress,desired_progress_shift,desired_stage_shift,control,inferred_progress_before,inferred_progress_after,observed_progress_shift,causal_abstraction_direction_accuracy,fixed_length_eos_disabled,eos_overlap,eos_logit_change_proxy,valid_next_state_probability_proxy,downstream_kl,intervention_norm,activation_norm_before,activation_norm_after,relative_norm_change
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,candidate_transplant,0.032319771614320016,0.24192021619326756,0.20960044457894755,1.0,True,0.09570660809677942,-0.20977623050936212,0.7554304350097922,0.015211613635152096,0.9866829646090653,1.8975733218487518,1.6203861023346187,-0.14607457657766684
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,eos_orthogonal_transplant,0.032319771614320016,0.26312026066376987,0.23080048904944983,1.0,True,0.09570660809677942,4.163336342344337e-17,0.8399409824296868,0.016125615706752153,1.0158934024946407,1.8975733218487518,1.5825736107778654,-0.1660013383640908
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,norm_matched_random,0.032319771614320016,0.045346377931239065,0.013026606316919098,1.0,True,0.09570660809677942,0.06814181774891341,0.022170818641721306,0.015211613635152096,0.9866829646090655,1.8975733218487518,1.8149477597821757,-0.04354275068858809
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,random_plane_transplant,0.032319771614320016,0.01732334940179308,-0.01499642221252695,0.0,True,0.09570660809677942,-0.014029047386567253,0.016107633729080084,0.0005748621023888499,0.19181025664152163,1.8975733218487518,1.8787567059196457,-0.009916146961200746
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,candidate_orthogonal_patch,0.032319771614320016,0.164955798486976,0.13263602687265597,1.0,True,0.09570660809677942,0.23086780915132807,0.3108127141962778,0.014132150674868872,0.9510297803915541,1.8975733218487518,1.7166872927733414,-0.09532492209533083
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,radial_plus_20pct,0.032319771614320016,0.03732302256511222,0.005003250950792237,0.5,True,0.09570660809677942,0.0011348491278977083,0.018214731464745948,0.00021100737297907328,0.11620874266018323,1.8975733218487518,1.9483475133017119,0.02675743322713463
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,phase_rotation_-0.785,0.032319771614320016,0.10781564067225223,0.07549586905793215,1.0,True,0.09570660809677942,-0.1287042301228991,0.09754311098213418,0.0030901314332796126,0.4447116051216734,1.8975733218487518,1.7418398734120168,-0.08206979232033484
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,phase_rotation_-0.393,0.032319771614320016,0.07057209599276455,0.0382523243784445,1.0,True,0.09570660809677942,-0.06918671383162828,0.04085883867650229,0.0008030989937417685,0.22671201026737242,1.8975733218487518,1.8202458272702364,-0.040750728147451724
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,phase_rotation_+0.393,0.032319771614320016,0.9924634294980618,-0.039856342116258325,0.0,True,0.09570660809677942,0.06832286137017542,0.016107633729080074,0.0008030989937417687,0.22671201026737245,1.8975733218487518,1.9628314683882455,0.034390316193903134
iterative_state_machine,0,0,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3289778562332537,phase_rotation_+0.785,0.032319771614320016,0.9511796294451732,-0.08114014216914667,0.0,True,0.09570660809677942,0.12538033398350265,0.016107633729080074,0.003090131433279613,0.44471160512167346,1.8975733218487518,2.007662940890776,0.0580160027412099
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,candidate_transplant,0.032319771614320016,0.2840690130275377,0.25174924141321764,1.0,True,0.09570660809677942,-0.16643823707026087,0.7958718065360446,0.016155714135338946,1.0168410419833045,1.8975733218487518,1.6248105950944784,-0.14374291818591148
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,eos_orthogonal_transplant,0.032319771614320016,0.316047498987862,0.2837277273735419,1.0,True,0.09570660809677942,2.7755575615628914e-17,0.8966136467527588,0.016893698026237775,1.0398060750347717,1.8975733218487518,1.5911445581228838,-0.16148454460106088
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,norm_matched_random,0.032319771614320016,0.10128742103482642,0.06896764942050637,1.0,True,0.09570660809677942,-0.12069111877384238,0.03883404140895097,0.016155714135338943,1.0168410419833045,1.8975733218487518,2.056697362903269,0.08385659685576057
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,random_plane_transplant,0.032319771614320016,0.0808147808576672,0.048495009243347154,1.0,True,0.09570660809677942,0.011872975606099519,0.023645200835301278,0.006287672369291656,0.6343587562528524,1.8975733218487518,1.7391292253677453,-0.08349827364069334
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,candidate_orthogonal_patch,0.032319771614320016,0.1895679093265092,0.15724813771218915,1.0,True,0.09570660809677942,0.21095710168371745,0.2685802684366422,0.01681709280652574,1.037445873102615,1.8975733218487518,1.7508924542150188,-0.07729918309076247
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,radial_plus_20pct,0.032319771614320016,0.03732302256511222,0.005003250950792237,0.5,True,0.09570660809677942,0.0011348491278977083,0.008098380447715166,0.00021100737297907328,0.11620874266018323,1.8975733218487518,1.9483475133017119,0.02675743322713463
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,phase_rotation_-0.785,0.032319771614320016,0.10781564067225223,0.07549586905793215,1.0,True,0.09570660809677942,-0.1287042301228991,0.045405891006639956,0.0030901314332796126,0.4447116051216734,1.8975733218487518,1.7418398734120168,-0.08206979232033484
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,phase_rotation_-0.393,0.032319771614320016,0.07057209599276455,0.0382523243784445,1.0,True,0.09570660809677942,-0.06918671383162828,0.018401810437990624,0.0008030989937417685,0.22671201026737242,1.8975733218487518,1.8202458272702364,-0.040750728147451724
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,phase_rotation_+0.393,0.032319771614320016,0.9924634294980618,-0.039856342116258325,0.0,True,0.09570660809677942,0.06832286137017542,0.007153025702720191,0.0008030989937417687,0.22671201026737245,1.8975733218487518,1.9628314683882455,0.034390316193903134
iterative_state_machine,0,1,iterative-00000,iterative-00001,0.0,0.4,0.4,0.39464328842703567,phase_rotation_+0.785,0.032319771614320016,0.9511796294451732,-0.08114014216914667,0.0,True,0.09570660809677942,0.12538033398350265,0.007153025702720167,0.003090131433279613,0.44471160512167346,1.8975733218487518,2.007662940890776,0.0580160027412099
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,candidate_transplant,0.032319771614320016,0.2885703205906771,0.25625054897635713,1.0,True,0.09570660809677942,-0.19809747945194883,0.8496937375440151,0.01787651040553203,1.0696245443865104,1.8975733218487518,1.621817943827856,-0.1453200120626882
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,eos_orthogonal_transplant,0.032319771614320016,0.3158836117803701,0.2835638401660501,1.0,True,0.09570660809677942,8.326672684688674e-17,0.9179665072370745,0.018998980909801233,1.102694326741223,1.8975733218487518,1.5849083743778634,-0.16477094395818545
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,norm_matched_random,0.032319771614320016,0.03759609985335387,0.005276328239033901,0.5,True,0.09570660809677942,0.08741466837470352,0.010538198993663631,0.017876510405532037,1.0696245443865104,1.8975733218487518,1.8759596651224963,-0.011390156299835575
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,random_plane_transplant,0.032319771614320016,0.03503195890061849,0.0027121872862985175,0.5,True,0.09570660809677942,-0.002484003592902616,0.009890331703165268,0.001137148106252021,0.2697730134763841,1.8975733218487518,1.8892789719400558,-0.004371029995623617
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,candidate_orthogonal_patch,0.032319771614320016,0.2249670275991105,0.1926472559847905,1.0,True,0.09570660809677942,0.2620280130119836,0.5354699911862334,0.020856437937412493,1.1553406545233313,1.8975733218487518,1.7642912728178983,-0.07023815496151715
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,radial_plus_20pct,0.032319771614320016,0.03732302256511222,0.005003250950792237,0.5,True,0.09570660809677942,0.0011348491278977083,0.010467250929329987,0.00021100737297907328,0.11620874266018323,1.8975733218487518,1.9483475133017119,0.02675743322713463
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,phase_rotation_-0.785,0.032319771614320016,0.10781564067225223,0.07549586905793215,1.0,True,0.09570660809677942,-0.1287042301228991,0.058048988535503644,0.0030901314332796126,0.4447116051216734,1.8975733218487518,1.7418398734120168,-0.08206979232033484
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,phase_rotation_-0.393,0.032319771614320016,0.07057209599276455,0.0382523243784445,1.0,True,0.09570660809677942,-0.06918671383162828,0.023712504074907007,0.0008030989937417685,0.22671201026737242,1.8975733218487518,1.8202458272702364,-0.040750728147451724
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,phase_rotation_+0.393,0.032319771614320016,0.9924634294980618,-0.039856342116258325,0.0,True,0.09570660809677942,0.06832286137017542,0.009247947113644864,0.0008030989937417687,0.22671201026737245,1.8975733218487518,1.9628314683882455,0.034390316193903134
iterative_state_machine,0,2,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3739250168710273,phase_rotation_+0.785,0.032319771614320016,0.9511796294451732,-0.08114014216914667,0.0,True,0.09570660809677942,0.12538033398350265,0.00924794711364484,0.003090131433279613,0.44471160512167346,1.8975733218487518,2.007662940890776,0.0580160027412099
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,candidate_transplant,0.032319771614320016,0.2497191247663736,0.2173993531520536,1.0,True,0.09570660809677942,-0.21461937851282264,0.7345385926842994,0.015975790784398442,1.0111629988293185,1.8975733218487518,1.620494375449321,-0.1460175178524752
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,eos_orthogonal_transplant,0.032319771614320016,0.26840516994381514,0.23608539832949516,1.0,True,0.09570660809677942,0.0,0.8153151994164716,0.01632134516445394,1.0220401609159262,1.8975733218487518,1.582167607988259,-0.16621529731098983
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,norm_matched_random,0.032319771614320016,0.06460295715924876,0.032283185544928705,1.0,True,0.09570660809677942,0.10378756455177877,0.026335957066391476,0.015975790784398446,1.0111629988293185,1.8975733218487518,2.0357936987425034,0.07284059872800454
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,random_plane_transplant,0.032319771614320016,0.04911722320699571,0.01679745159267565,1.0,True,0.09570660809677942,-0.07467407256248115,0.018034413431914417,0.0017187129726273054,0.3316589064809621,1.8975733218487518,1.8364427597373294,-0.032215125185183706
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,candidate_orthogonal_patch,0.032319771614320016,0.20587335696813763,0.1735535853538176,1.0,True,0.09570660809677942,0.15305614460017947,0.48041723975589057,0.01743130601176831,1.0562213710928083,1.8975733218487518,1.6452235786495917,-0.1329855032707263
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,radial_plus_20pct,0.032319771614320016,0.03732302256511222,0.005003250950792237,0.5,True,0.09570660809677942,0.0011348491278977083,0.013491268345457417,0.00021100737297907328,0.11620874266018323,1.8975733218487518,1.9483475133017119,0.02675743322713463
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,phase_rotation_-0.785,0.032319771614320016,0.10781564067225223,0.07549586905793215,1.0,True,0.09570660809677942,-0.1287042301228991,0.0737943559383372,0.0030901314332796126,0.4447116051216734,1.8975733218487518,1.7418398734120168,-0.08206979232033484
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,phase_rotation_-0.393,0.032319771614320016,0.07057209599276455,0.0382523243784445,1.0,True,0.09570660809677942,-0.06918671383162828,0.030445377018376334,0.0008030989937417685,0.22671201026737242,1.8975733218487518,1.8202458272702364,-0.040750728147451724
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,phase_rotation_+0.393,0.032319771614320016,0.9924634294980618,-0.039856342116258325,0.0,True,0.09570660809677942,0.06832286137017542,0.011923949087016479,0.0008030989937417687,0.22671201026737245,1.8975733218487518,1.9628314683882455,0.034390316193903134
iterative_state_machine,0,3,iterative-00000,iterative-00001,0.0,0.4,0.4,0.3533768610702146,phase_rotation_+0.785,0.032319771614320016,0.9511796294451732,-0.08114014216914667,0.0,True,0.09570660809677942,0.12538033398350265,0.011923949087016451,0.003090131433279613,0.44471160512167346,1.8975733218487518,2.007662940890776,0.0580160027412099
iterative_state_machine,0,4,iterative-00000,iterative-00001,0.0,0.4,0.4,0.361511989207436,candidate_transplant,0.032319771614320016,0.24659923585580207,0.21427946424148203,1.0,True,0.09570660809677942,-0.18351108592271764,0.6980621085887324,0.01474641861184783,0.9714786622248897,1.8975733218487518,1.6195029371182137,-0.146539994807485
